start,end,Progress,duration_sec,Finished,recorded_date,Response_ID,subfield,graduate_yrs,postdoc_yrs,career_teaching,career_R2_R3,career_R1,career_govt,career_industry_datascience,career_communication,career_NGO,career_unsure,publish_before_grad,firstauthor_pubs,coauthor_pubs,pub_wo_PI,lab_feedback,lab_feedback_helped,lab_collab,How is your advisor/PI involved in your writing? (Check all that apply),PI_revisions,hrs_wk_writing,writing_tracking,plan_writing,where_write,Where do you usually write (pre-COVID)? (Check all that apply) - Other (please specify) - Text,writing_tracking,writing_tracking_other,writing_support_group,no_writing_support_group,type_writing_support_group,How did your perspective on writing change through participating in a writing group?,Goal setting,Giving and/or receiving reviews,Collaboration,Camaraderie,Technical writing skills,Less difficulty starting a writing project,Time management,"Overcoming ""perfectionism paralysis""",Overcoming writing anxiety,Overcoming imposter syndrome,Writing quality,Writing output,What are some of the challenges you face with writing (pre-COVID-19)? (Check all that apply),COVID_impact_writing,Has the pandemic impacted the amount of time you have for writing?,Has the pandemic affected your writing productivity?,Has the pandemic impacted your motivation to write?,Has the pandemic affected your participation in writing support groups?,science_writing_open,writing_word,review_open,review_word,US_Canadian_training,gender_identity,first_language_english,first_language_text,first_gen,BIPOC,condition,open_answer,gift_card
4/19/21 10:50,4/19/21 12:27,100,5844,TRUE,4/19/21 12:27,R_0iDgnlUzn39IRvb,Plant phylogenomics and trait evolution. ,6,,6,8,10,5,8,9,6,,No,1,2,No,Yes,The feedback has helped,Yes,Revising with minor comments,3-Jan,3,I set aside large blocks of time before deadlines,0,"On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries,Coffee shops/restaurants",,"Electronic note taking applications,Physical notebook,Checking in with advisor or mentor",,Yes,,"Formal writing course,Peer group,Writing retreats, study halls, etc.",Neutral/no change,Improved,Improved,No Change,No Change,No Change,No Change,No Change,Worsened,Worsened,No Change,Improved,No Change,"My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,Neutral/no change,Neutral/no change,Slog,negative,Iterative,neutral,Yes,Non-binary/third gender/other,Yes,,Yes,Yes,No,,Yes
4/12/21 8:10,4/12/21 8:14,100,264,TRUE,4/12/21 8:14,R_1GE8fjrh4Ub8mO9,eeb,8,,8,5,7,7,7,6,7,10,Yes,1,2,No,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",5+,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,"Electronic spreadsheets,Checking in with writing accountability/support group",,Yes,,"Formal writing workshop,Peer group,Writing retreats, study halls, etc.",Neutral/no change,Improved,,,,,No Change,No Change,,Worsened,Worsened,,No Change,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am much less productive,I am much less motivated to write,I participate much more,jaded,negative,jaded,negative,Yes,Female,Yes,,No,Yes,No,,Yes
4/8/21 10:52,4/8/21 10:57,100,301,TRUE,4/8/21 10:57,R_2vcZjzcQF9WpvWT,Human Dimensions of Environmental Science,2,,8,0,0,7,9,10,9,0,No,,,No,Yes,The feedback has helped,No,Revising with many suggestions and comments,5+,6,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"Home (off-campus residence or dormitory),On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries,Coffee shops/restaurants",,"Checking in with advisor or mentor,I do not track my writing progress",,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am much less motivated to write,,limiting,negative,laborious,negative,Yes,Female,Yes,,No,No,Yes,,No
3/15/21 9:56,3/15/21 15:49,100,21195,TRUE,3/15/21 15:49,R_um1pMAoortC9nZn,Forestry,7,0,2,2,1,1,1,3,,,Yes,6,4,Yes,Yes,The feedback has helped,No,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,8,"I set aside large blocks of time (e.g., during weekends or breaks),I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,"I do not track my writing progress,Other (please specify)","Generally don't track, but I try to set deadlines upon which I will share my writing with collaborators, regardless of the state it is in.",No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations,I get easily distracted whenever I try to write",No,,,,,persistence,neutral,lawless,negative,Yes,Male,Yes,,No,No,No,"Anne Lamont's ""Shitty First Drafts"" is excellent.",Yes
3/23/21 0:00,3/23/21 0:15,100,889,TRUE,3/23/21 0:15,R_1FbMAi8BDVKFSBw,Watershed Management,15,,0,5,5,4,6,4,8,0,No,0,0,No,No,,No,"Revising with many suggestions and comments,Revising with minor comments",1,0,I do not track or schedule my writing time,0,Home (off-campus residence or dormitory),,I do not track my writing progress,,No,"I could not find a group to join,I did not know writing support groups existed",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I do not receive adequate feedback on my writing,I get easily distracted whenever I try to write",No,,,,,Learning,positive,Learning,positive,No,Male,No,,Yes,No,No,"I would like to publish peer reviewed article, please support me to write article or paper.",Yes
3/30/21 13:48,3/30/21 13:58,100,592,TRUE,3/30/21 13:58,R_31QuCxyZA7jZe42,Ecology and evolution,5,,8,9,9,6,4,4,4,0,Yes,0,4,Yes,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5+,13,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,"Formal writing course,Peer group",I like writing more,No Change,Improved,Improved,Improved,Improved,No Change,Improved,Improved,Improved,No Change,Improved,Improved,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am less motivated to write,I participate more,Complex ,neutral,Lengthy,negative,Yes,Male,Yes,,Yes,No,No,,Yes
4/8/21 11:03,4/8/21 11:14,100,673,TRUE,4/8/21 11:14,R_UsCbRnxQaxeQb2F,Evolutionary genetics,4,,0,3,7,5,6,0,0,,Yes,2,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Writing sections of manuscript,Revising with many suggestions and comments",5-Mar,5,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,University provided office or lab space,,Checking in with advisor or mentor,,Yes,,Formal writing course,I like writing more,No Change,Improved,No Change,No Change,Improved,No Change,No Change,No Change,No Change,No Change,Improved,Improved,I have too many other obligations,No,,,,,hard,negative,lengthy,negative,Yes,Male,No,,No,Yes,No,,Yes
3/24/21 12:03,3/25/21 10:58,100,82502,TRUE,3/25/21 10:58,R_3iR4P4oG5lAhyJq,Microbiology,6,,6,5,3,8,8,7,7,,No,0,2,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,20,"I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",1,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with advisor or mentor,,Yes,,Peer group,Neutral/no change,No Change,No Change,No Change,Improved,No Change,Improved,Worsened,No Change,Improved,Improved,No Change,No Change,"I have trouble fitting writing into my schedule,I have too many other obligations,I do not receive adequate feedback on my writing,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am more productive,I am much less motivated to write,I participate more,laborous,negative,lengthy,negative,Yes,Male,Yes,,Yes,Yes,No,,Yes
4/5/21 15:22,4/5/21 15:35,100,766,TRUE,4/5/21 15:35,R_2THMJIZ8d5mjykx,Conservation genetics,8,2,3,3,3,6,5,5,10,,Yes,5,3,Yes,No,,Yes,"Revising with many suggestions and comments,Revising with minor comments",5+,6,I set aside specific days each week,1,Home (off-campus residence or dormitory),,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress",No,,,,,challenging,negative,long,negative,Yes,Female,No,,Yes,No,No,,Yes
3/23/21 8:51,3/23/21 8:57,100,326,TRUE,3/23/21 8:57,R_1K42a4FyawfATWZ,Ecology,2,,0,0,0,8,5,7,9,,No,0,0,No,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5+,6,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers)",,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,Peer group,Neutral/no change,Improved,No Change,Improved,Improved,No Change,No Change,Improved,Improved,No Change,No Change,No Change,No Change,"I have trouble fitting writing into my schedule,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am less productive,I am much less motivated to write,I participate more,Difficult,negative,Long,negative,Yes,Female,Yes,,Yes,Yes,No,"Motivation is difficult, but having a peer group to share uncertanties and anxieties has helped, even if we don't completely focus on writing",Yes
3/23/21 13:40,3/23/21 13:46,100,365,TRUE,3/23/21 13:46,R_QaKoZboUVU2HnW1,Microbial Ecology,5,,10,0,0,9,3,6,8,,No,1,2,No,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5+,12,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,"Home (off-campus residence or dormitory),On-campus spaces (e.g. graduate student centers, affinity group centers),Coffee shops/restaurants",,I do not track my writing progress,,Yes,,"Writing retreats, study halls, etc.",Neutral/no change,Improved,,,,,Improved,Improved,,,,,Improved,"I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am less motivated to write,I participate more,difficult,negative,long,negative,Yes,Female,Yes,,No,No,No,,Yes
4/7/21 15:01,4/7/21 18:24,100,12187,TRUE,4/7/21 18:24,R_32QIJ0hI1ieDO45,"Ecology, conservation science, natural history",7,,4,4,2,3,0,7,10,7,No,9,10,No,No,,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5+,18,"I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks)",0,"University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers)",,Checking in with advisor or mentor,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations",Yes,I have less time for writing,I am less productive,Neutral/no change,,Exciting,positive,Long,negative,Yes,Male,Yes,,No,No,No,"I enjoy writing, lately the data analysis process has been arduous!",Yes
4/6/21 11:31,4/6/21 11:38,100,391,TRUE,4/6/21 11:38,R_279wvJLHtT0ceMl,Marine Ecology,5,,5,8,7,9,4,10,6,,No,1,1,No,No,,Yes,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments",5+,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),Coffee shops/restaurants",,"Physical notebook,Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,Formal writing workshop,Neutral/no change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,I get easily distracted whenever I try to write",Yes,,I am much less productive,I am much less motivated to write,Neutral/no change,frustrating,negative,long,negative,Yes,Female,Yes,,No,No,No,,Yes
3/15/21 11:48,3/15/21 12:02,100,820,TRUE,3/15/21 12:02,R_9Gqc1fjCHJLGoCt,Ecophysiology,6,0,0,10,10,10,0,0,NA,NA,Yes,1,2,No,No,,Yes,"Writing sections of manuscript,Revising with many suggestions and comments",5+,12,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,No,I could not find a group to join,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I do not receive adequate feedback on my writing",Yes,I have much less time for writing,I am less productive,I am less motivated to write,,Hard,negative,Long,negative,No,Male,No,,No,No,No,English writing obligation is unfair,No
3/22/21 13:26,3/22/21 13:32,100,372,TRUE,3/22/21 13:33,R_svyu1GQFzxptqGl,Ecology,5,,10,8,,3,,,6,,No,3,4,Yes,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments",5+,15,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside specific days each week",1,University provided office or lab space,,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,Peer group,I like writing more,Improved,Improved,,Improved,No Change,Improved,Improved,Improved,No Change,No Change,Improved,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I do not receive adequate feedback on my writing",Yes,I have more time for writing,I am more productive,I am less motivated to write,I participate less,helpful,positive,long,negative,Yes,Female,Yes,,No,No,No,,No
4/29/21 17:10,4/29/21 17:30,100,1167,TRUE,4/29/21 17:30,R_Zy4VGZsP4v6YkBb,Terrestrial ecology,5,,8,9,9,10,6,9,10,4,Yes,2,2,No,Yes,The feedback has helped,No,Revising with minor comments,5-Mar,12,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,"Home (off-campus residence or dormitory),University or public libraries,Other (please specify)",farm,Other (please specify),paragraphs per week ,Yes,,Formal writing course,I like writing more,Improved,No Change,Improved,Improved,Improved,Improved,,Improved,No Change,Improved,Improved,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am more productive,I am more motivated to write,Neutral/no change,improving,positive,long,negative,Yes,Female,No,Spanish ,No,No,No,"The most difficult part for me has been training my brain to think in English. My first language is Spanish and I learned English after I had 23 years old, so always I need a native speaker to check my docs. The few language diversity in science obligates people to think, write, and speak in English, which makes it difficult the full express sometimes.  ",Yes
4/6/21 8:50,4/6/21 8:58,100,490,TRUE,4/6/21 8:58,R_RRjpQVu2pldfo0p,Marine ecology,4,,4,10,8,4,1,5,6,,No,1,,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",5+,12,"I set aside specific days each week,I set aside large blocks of time before deadlines",1,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers)",,Checking in with advisor or mentor,,No,"I could not find a group to join,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress",Yes,I have much more time for writing,I am more productive,I am more motivated to write,,Iterative,neutral,Long,negative,Yes,Female,Yes,,No,No,No,,Yes
4/7/21 13:31,4/7/21 13:40,100,513,TRUE,4/7/21 13:40,R_24rdu3EgOgDZHYE,Ecotoxicology,5,2,0,6,6,7,0,5,5,7,Yes,5,12,No,No,,Yes,"Revising with many suggestions and comments,Revising with minor comments",3-Jan,3,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations",Yes,I have more time for writing,I am less productive,Neutral/no change,,long,negative,long,negative,Yes,,No,,Yes,,No,There is no taking account of being a non native English speaker in this poll and it's too bad. A lot of people can have issue due to that and it should be taking more into account in Academia,No
2/26/21 15:48,2/26/21 15:57,100,509,TRUE,2/26/21 15:57,R_1K0zzxvSilzrkqg,Carnivore ecology,2,,10,7.1,5.7,8.6,2.9,4.3,NA,1.4,No,,,No,Yes,The feedback has helped,No,"Planning (generating ideas),Revising with many suggestions and comments",5-Mar,2,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"Home (off-campus residence or dormitory),University provided office or lab space,University or public libraries",,I do not track my writing progress,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have much more time for writing,I am much less productive,I am much less motivated to write,,Strenuous,negative,Long,negative,Yes,Female,Yes,,Yes,No,Yes,,No
4/7/21 13:56,4/7/21 14:34,100,2251,TRUE,4/7/21 14:34,R_0JtkQtLGE1nDqsF,Ecology & Evolutionary Biology,1,,7,9,8,10,10,7,8,,Yes,1,,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,2,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"Home (off-campus residence or dormitory),University provided office or lab space,University or public libraries,Coffee shops/restaurants",,"Physical notebook,Checking in with advisor or mentor",,Yes,,"Writing retreats, study halls, etc.",Neutral/no change,Improved,Improved,No Change,No Change,No Change,No Change,Improved,Improved,Improved,Improved,Improved,No Change,"I find it difficult to start a new writing project,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am less motivated to write,I participate less,tedious,negative,long,negative,Yes,Female,Yes,,No,Yes,No,nope,Yes
3/22/21 13:56,3/22/21 14:02,100,358,TRUE,3/22/21 14:02,R_12bxoCSIr1aNgyV,Ecology,8,2,2,8,9,7,6,9,5,,No,7,2,Yes,No,,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,2,"I set aside large blocks of time (e.g., during weekends or breaks)",0,Home (off-campus residence or dormitory),,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations",No,,,,,Time-consuming,negative,Long,negative,No,Female,No,,No,No,No,,No
3/15/21 14:34,3/15/21 14:38,100,251,TRUE,3/15/21 14:38,R_2cdwFrpCHQONPju,,,,0,2,10,10,8,6,10,5,No,0,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",3-Jan,4,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,"Electronic note taking applications,Physical notebook",,Yes,,Peer group,Neutral/no change,Improved,Improved,Improved,Improved,No Change,No Change,No Change,Improved,Improved,Improved,No Change,No Change,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,Daunting,negative,Long-winded,negative,No,Male,Yes,,No,No,No,,No
3/15/21 8:17,3/15/21 8:21,100,214,TRUE,3/15/21 8:21,R_soNQid0eq8OCvqV,,0,,4.3,7.1,5.7,8.6,10,2.9,NA,1.4,Yes,1,0,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments",3-Jan,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,"Checking in with advisor or mentor,I do not track my writing progress",,No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory),I did not know writing support groups existed",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have too many other obligations,My perfectionism with writing hinders my progress",No,,,,,underpaid,negative,lopsided,negative,Yes,Female,Yes,,No,No,No,,Yes
4/8/21 12:47,4/8/21 13:00,100,763,TRUE,4/8/21 13:00,R_XkdNQgetOFVBsvT,Aquatic Ecology,9,2,2,7,9,7,5,5,7,7,Yes,3,10,No,No,,Yes,"Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",3-Jan,10,"I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"Home (off-campus residence or dormitory),Coffee shops/restaurants",,"Checking in with writing accountability/support group,I do not track my writing progress",,Yes,,"Formal writing workshop,Peer group",Neutral/no change,Improved,No Change,No Change,Improved,No Change,Improved,Improved,Improved,Improved,No Change,No Change,No Change,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am more motivated to write,,slow,negative,luck,negative,Yes,Female,Yes,,No,No,No,,Yes
4/8/21 9:52,4/8/21 10:00,100,496,TRUE,4/8/21 10:00,R_80rwwjEhFVfbHzj,Ecology and Evolutionary Biology,7,3,5,7,8,8,5,2,3,,Yes,5,6,Yes,No,,Yes,"Planning (generating ideas),Revising with minor comments",5+,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,Yes,,Formal writing course,Neutral/no change,Improved,Improved,Improved,,Improved,No Change,Improved,Improved,Improved,,Improved,No Change,I have too many other obligations,No,,,,,fun,positive,luck-driven,negative,Yes,Male,Yes,,No,No,No,i really enjoy writing papers,No
4/6/21 19:34,4/6/21 19:41,100,430,TRUE,4/6/21 19:41,R_2QWdMJPQyUFiyK7,Theoretical ecology,5,,2,8,10,5,2,1,4,,Yes,1,1,No,Yes,The feedback has helped,No,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,20,I set aside large blocks of time before deadlines,0,"University or public libraries,Coffee shops/restaurants",,Checking in with advisor or mentor,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I do not receive adequate feedback on my writing,My perfectionism with writing hinders my progress",Yes,I have more time for writing,I am more productive,I am less motivated to write,,Overwhelming,negative,Mediocre,negative,Yes,Female,Yes,,No,No,No,I’ve focused on writing during COVID and my level of comfort has improved,Yes
3/29/21 16:22,3/29/21 16:26,100,209,TRUE,3/29/21 16:26,R_3rV69mfsjawjWXF,Plant community ecology,3,,10,10,7,4,5,7,6,,No,1,1,No,Yes,The feedback has helped,Yes,Revising with many suggestions and comments,5+,2,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,No,I could not find a group to join,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,I do not receive adequate feedback on my writing,I get easily distracted whenever I try to write",Yes,I have more time for writing,Neutral/no change,Neutral/no change,Neutral/no change,time,neutral,meh,neutral,Yes,Female,Yes,,No,No,Yes,,Yes
3/24/21 19:11,3/24/21 19:15,100,280,TRUE,3/24/21 19:15,R_2Sc273YZpTQFo8I,Evolutionary Biology,7,,3,0,0,8,5,8,8,,No,4,4,Yes,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",,20,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",1,"University provided office or lab space,Coffee shops/restaurants",,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,"Formal writing course,Peer group",Neutral/no change,No Change,Improved,Improved,Improved,Improved,No Change,No Change,Improved,Improved,Improved,Improved,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am much less productive,I am much less motivated to write,I participate more,interesting,positive,messy,negative,Yes,Female,Yes,,No,Yes,No,,Yes
4/6/21 13:16,4/6/21 13:31,100,882,TRUE,4/6/21 13:31,R_1FE6PXH3keMgIow,Molecular Ecology/Conservation Genetics,8,1,1,8,6,7,2,7,6,,No,2,2,No,No,,Yes,Revising with minor comments,1,8,"I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks)",1,"Home (off-campus residence or dormitory),University or public libraries,Coffee shops/restaurants",,I do not track my writing progress,,No,"I could not find a group to join,I did not know writing support groups existed",,,,,,,,,,,,,,,"I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am less motivated to write,,arduous,negative,mixed,neutral,Yes,Female,Yes,,No,No,No,,Yes
4/6/21 6:22,4/6/21 6:29,100,382,TRUE,4/6/21 6:29,R_2TudhY6iBw814Am,Wildlife ecology,3,,9,9,5,6,4,6,8,,Yes,2,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",5+,2,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,Peer group,I like writing more,Improved,,,Improved,,Improved,Improved,Improved,Improved,Improved,Improved,,I get easily distracted whenever I try to write,Yes,Neutral/no change,I am much less productive,I am less motivated to write,I participate much less,challenging,negative,mixed,neutral,Yes,Female,Yes,,No,No,No,,Yes
3/23/21 3:47,3/23/21 3:56,100,486,TRUE,3/23/21 3:56,R_2rvD66Wu4pm5f4N,Ecology,5,2,1,2,9,10,3,4,10,,Yes,11,16,No,Yes,The feedback has helped,Yes,"Writing sections of manuscript,Revising with many suggestions and comments",3-Jan,20,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,I have too many other obligations,Yes,Neutral/no change,I am less productive,I am more motivated to write,,Culmination,neutral,Mixed,neutral,Yes,Female,Yes,,No,No,No,,No
4/12/21 8:30,4/12/21 8:37,100,378,TRUE,4/12/21 8:37,R_27HBmsQc6OUxupu,Ecology and conservation,6,,3,5,7,9,7,4,9,,Yes,,2,No,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",5-Mar,8,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,"Electronic note taking applications,Checking in with advisor or mentor",,Yes,,Peer group,Neutral/no change,,,,,,,,,,,,,"I have too many other obligations,My perfectionism with writing hinders my progress",Yes,I have more time for writing,Neutral/no change,Neutral/no change,,difficult,negative,mysterious,negative,Yes,Female,Yes,,No,No,No,,No
4/7/21 10:10,4/7/21 10:33,100,1373,TRUE,4/7/21 10:33,R_wL5Wn65d73VAxrj,"in Natural Resources department, degree is Earth & Environmental Science, work is most aligned with ecology & entomology",4,,10,5,0,4,4,10,6,,No,0,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments",5+,4,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,"Home (off-campus residence or dormitory),University provided office or lab space",,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,"Peer group,Writing retreats, study halls, etc.",I like writing more,Improved,,,Improved,,Improved,Improved,Improved,Improved,Improved,Improved,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have much less time for writing,I am less productive,I am much less motivated to write,I participate much more,frustrated,negative,mystified,negative,Yes,Female,Yes,,No,No,No,"Clear science communication is very important to me, but I feel like my advisor is dead-set on using jargon and technical language to make our writing sound more complex. I am trying to stick to what matters to me, but it is slowing down my writing process.",Yes
